# left_edge,right_edge,count; x_origin=0; unit=
5,25.32,66219
25.32,45.640000000000001,33088
45.640000000000001,65.960000000000008,33292
65.960000000000008,86.280000000000001,66502
86.280000000000001,106.59999999999999,33027
106.59999999999999,126.92,33068
126.92,147.24000000000001,32958
147.24000000000001,167.56,65932
167.56,187.88,32968
187.88,208.19999999999999,32493
208.19999999999999,228.52000000000001,32729
228.52000000000001,248.84,66338
248.84,269.16000000000003,32716
269.16000000000003,289.48000000000002,33157
289.48000000000002,309.80000000000001,66169
309.80000000000001,330.12,32802
330.12,350.44,32771
350.44,370.75999999999999,32899
370.75999999999999,391.07999999999998,65711
391.07999999999998,411.39999999999998,33097
411.39999999999998,431.72000000000003,33112
431.72000000000003,452.04000000000002,33119
452.04000000000002,472.36000000000001,66049
472.36000000000001,492.68000000000001,33033
492.68000000000001,513,33261
513,533.32000000000005,65963
533.32000000000005,553.63999999999999,33220
553.63999999999999,573.96000000000004,32950
573.96000000000004,594.27999999999997,32635
594.27999999999997,614.60000000000002,65887
614.60000000000002,634.91999999999996,32609
634.91999999999996,655.24000000000001,32874
655.24000000000001,675.56000000000006,33158
675.56000000000006,695.88,65486
695.88,716.20000000000005,32609
716.20000000000005,736.51999999999998,32505
736.51999999999998,756.84000000000003,32408
756.84000000000003,777.15999999999997,65800
777.15999999999997,797.48000000000002,33155
797.48000000000002,817.79999999999995,33247
817.79999999999995,838.12,65988
838.12,858.44000000000005,32927
858.44000000000005,878.75999999999999,32583
878.75999999999999,899.08000000000004,32740
899.08000000000004,919.39999999999998,66008
919.39999999999998,939.72000000000003,33009
939.72000000000003,960.03999999999996,33200
960.03999999999996,980.36000000000001,32967
980.36000000000001,1000.6800000000001,66136
1000.6800000000001,1021,33246
1021,1041.3199999999999,33174
1041.3199999999999,1061.6400000000001,66282
1061.6400000000001,1081.96,33102
1081.96,1102.28,32802
1102.28,1122.5999999999999,33040
1122.5999999999999,1142.9200000000001,65741
1142.9200000000001,1163.24,32637
1163.24,1183.5599999999999,32851
1183.5599999999999,1203.8800000000001,32536
1203.8800000000001,1224.2,65525
1224.2,1244.52,33047
1244.52,1264.8399999999999,32485
1264.8399999999999,1285.1600000000001,65573
1285.1600000000001,1305.48,33025
1305.48,1325.8,33045
1325.8,1346.1200000000001,32829
1346.1200000000001,1366.4400000000001,65767
1366.4400000000001,1386.76,32608
1386.76,1407.0799999999999,32919
1407.0799999999999,1427.4000000000001,32706
1427.4000000000001,1447.72,66025
1447.72,1468.04,32825
1468.04,1488.3600000000001,32721
1488.3600000000001,1508.6800000000001,33137
1508.6800000000001,1529,66237
1529,1549.3199999999999,32907
1549.3199999999999,1569.6400000000001,33061
1569.6400000000001,1589.96,66654
1589.96,1610.28,33086
1610.28,1630.5999999999999,33006
1630.5999999999999,1650.9200000000001,33253
1650.9200000000001,1671.24,65480
1671.24,1691.5599999999999,32900
1691.5599999999999,1711.8800000000001,33133
1711.8800000000001,1732.2,32570
1732.2,1752.52,65558
1752.52,1772.8399999999999,33357
1772.8399999999999,1793.1600000000001,32820
1793.1600000000001,1813.48,66052
1813.48,1833.8,33260
1833.8,1854.1200000000001,33176
1854.1200000000001,1874.4400000000001,32927
1874.4400000000001,1894.76,65907
1894.76,1915.0799999999999,32906
1915.0799999999999,1935.4000000000001,33153
1935.4000000000001,1955.72,32775
1955.72,1976.04,66163
1976.04,1996.3600000000001,33196
1996.3600000000001,2016.6800000000001,33096
2016.6800000000001,2037,66298
