# left_edge,right_edge,count; x_origin=0; unit=ns
0.0018932135079854362,0.03457922394464185,0
0.03457922394464185,0.067265234381298264,2
0.067265234381298264,0.099951244817954671,3
0.099951244817954671,0.13263725525461109,3
0.13263725525461109,0.16532326569126751,4
0.16532326569126751,0.19800927612792391,7
0.19800927612792391,0.23069528656458033,26
0.23069528656458033,0.26338129700123675,46
0.26338129700123675,0.29606730743789317,66
0.29606730743789317,0.32875331787454959,122
0.32875331787454959,0.36143932831120601,125
0.36143932831120601,0.39412533874786237,133
0.39412533874786237,0.4268113491845188,276
0.4268113491845188,0.45949735962117522,840
0.45949735962117522,0.49218337005783164,3082
0.49218337005783164,0.52486938049448806,10383
0.52486938049448806,0.55755539093114448,28708
0.55755539093114448,0.5902414013678009,51182
0.5902414013678009,0.62292741180445732,49049
0.62292741180445732,0.65561342224111374,28965
0.65561342224111374,0.68829943267777016,14388
0.68829943267777016,0.72098544311442658,7024
0.72098544311442658,0.753671453551083,3583
0.753671453551083,0.78635746398773931,2105
0.78635746398773931,0.81904347442439573,1592
0.81904347442439573,0.85172948486105216,1267
0.85172948486105216,0.88441549529770858,1055
0.88441549529770858,0.917101505734365,803
0.917101505734365,0.94978751617102142,674
0.94978751617102142,0.98247352660767784,569
0.98247352660767784,1.0151595370443343,558
1.0151595370443343,1.0478455474809907,473
1.0478455474809907,1.0805315579176471,407
1.0805315579176471,1.1132175683543035,391
1.1132175683543035,1.1459035787909599,374
1.1459035787909599,1.1785895892276164,347
1.1785895892276164,1.2112755996642728,349
1.2112755996642728,1.2439616101009292,297
1.2439616101009292,1.2766476205375856,277
1.2766476205375856,1.309333630974242,295
1.309333630974242,1.3420196414108985,247
1.3420196414108985,1.3747056518475549,224
1.3747056518475549,1.4073916622842113,220
1.4073916622842113,1.4400776727208677,166
1.4400776727208677,1.4727636831575242,150
1.4727636831575242,1.5054496935941806,132
1.5054496935941806,1.538135704030837,149
1.538135704030837,1.5708217144674932,120
1.5708217144674932,1.6035077249041496,109
1.6035077249041496,1.636193735340806,82
1.636193735340806,1.6688797457774625,73
1.6688797457774625,1.7015657562141189,70
1.7015657562141189,1.7342517666507753,62
1.7342517666507753,1.7669377770874317,51
1.7669377770874317,1.7996237875240881,59
1.7996237875240881,1.8323097979607446,54
1.8323097979607446,1.864995808397401,49
1.864995808397401,1.8976818188340574,36
1.8976818188340574,1.9303678292707138,34
1.9303678292707138,1.9630538397073702,48
1.9630538397073702,1.9957398501440267,26
1.9957398501440267,2.0284258605806831,25
2.0284258605806831,2.0611118710173395,17
2.0611118710173395,2.0937978814539959,16
2.0937978814539959,2.1264838918906523,19
2.1264838918906523,2.1591699023273088,10
2.1591699023273088,2.1918559127639652,13
2.1918559127639652,2.2245419232006216,13
2.2245419232006216,2.257227933637278,17
2.257227933637278,2.2899139440739344,8
2.2899139440739344,2.3225999545105909,6
2.3225999545105909,2.3552859649472473,7
2.3552859649472473,2.3879719753839037,7
2.3879719753839037,2.4206579858205601,6
2.4206579858205601,2.4533439962572166,4
2.4533439962572166,2.486030006693873,3
2.486030006693873,2.5187160171305294,3
2.5187160171305294,2.5514020275671858,6
2.5514020275671858,2.5840880380038422,1
2.5840880380038422,2.6167740484404987,0
2.6167740484404987,2.6494600588771551,2
2.6494600588771551,2.6821460693138115,3
2.6821460693138115,2.7148320797504679,2
2.7148320797504679,2.7475180901871243,2
2.7475180901871243,2.7802041006237808,1
2.7802041006237808,2.8128901110604372,0
2.8128901110604372,2.8455761214970936,0
2.8455761214970936,2.87826213193375,1
2.87826213193375,2.9109481423704064,0
2.9109481423704064,2.9436341528070629,0
2.9436341528070629,2.9763201632437193,0
2.9763201632437193,3.0090061736803757,0
3.0090061736803757,3.0416921841170321,0
3.0416921841170321,3.0743781945536885,1
3.0743781945536885,3.107064204990345,0
3.107064204990345,3.1397502154270009,0
3.1397502154270009,3.1724362258636574,1
3.1724362258636574,3.2051222363003138,0
3.2051222363003138,3.2378082467369702,0
3.2378082467369702,3.2704942571736266,0
