# left_edge,right_edge,count; x_origin=0; unit=V
1.2527406215656622e-05,0.010332776382565488,576
0.010332776382565488,0.02065302535891532,209656
0.02065302535891532,0.030973274335265151,459695
0.030973274335265151,0.041293523311614982,217456
0.041293523311614982,0.051613772287964814,109687
0.051613772287964814,0.061934021264314645,56427
0.061934021264314645,0.07225427024066447,30582
0.07225427024066447,0.082574519217014308,17161
0.082574519217014308,0.092894768193364147,10370
0.092894768193364147,0.10321501716971397,6454
0.10321501716971397,0.1135352661460638,4551
0.1135352661460638,0.12385551512241363,3397
0.12385551512241363,0.13417576409876347,2742
0.13417576409876347,0.14449601307511328,2198
0.14449601307511328,0.15481626205146312,1921
0.15481626205146312,0.16513651102781296,1599
0.16513651102781296,0.1754567600041628,1496
0.1754567600041628,0.18577700898051264,1290
0.18577700898051264,0.19609725795686245,1126
0.19609725795686245,0.20641750693321229,1071
0.20641750693321229,0.21673775590956212,905
0.21673775590956212,0.22705800488591193,876
0.22705800488591193,0.23737825386226177,794
0.23737825386226177,0.24769850283861161,717
0.24769850283861161,0.25801875181496142,652
0.25801875181496142,0.26833900079131129,596
0.26833900079131129,0.2786592497676611,488
0.2786592497676611,0.28897949874401091,515
0.28897949874401091,0.29929974772036078,482
0.29929974772036078,0.30961999669671059,404
0.30961999669671059,0.31994024567306045,386
0.31994024567306045,0.33026049464941026,388
0.33026049464941026,0.34058074362576007,338
0.34058074362576007,0.35090099260210994,336
0.35090099260210994,0.36122124157845975,281
0.36122124157845975,0.37154149055480962,288
0.37154149055480962,0.38186173953115943,239
0.38186173953115943,0.39218198850750924,250
0.39218198850750924,0.4025022374838591,247
0.4025022374838591,0.41282248646020892,231
0.41282248646020892,0.42314273543655873,236
0.42314273543655873,0.43346298441290859,224
0.43346298441290859,0.4437832333892584,196
0.4437832333892584,0.45410348236560821,180
0.45410348236560821,0.46442373134195808,176
0.46442373134195808,0.47474398031830789,160
0.47474398031830789,0.48506422929465776,180
0.48506422929465776,0.49538447827100757,152
0.49538447827100757,0.50570472724735738,131
0.50570472724735738,0.51602497622370724,163
0.51602497622370724,0.52634522520005711,147
0.52634522520005711,0.53666547417640698,130
0.53666547417640698,0.54698572315275662,142
0.54698572315275662,0.55730597212910649,158
0.55730597212910649,0.56762622110545635,125
0.56762622110545635,0.57794647008180622,116
0.57794647008180622,0.58826671905815608,135
0.58826671905815608,0.59858696803450595,119
0.59858696803450595,0.60890721701085582,109
0.60890721701085582,0.61922746598720546,101
0.61922746598720546,0.62954771496355533,113
0.62954771496355533,0.63986796393990519,121
0.63986796393990519,0.65018821291625506,89
0.65018821291625506,0.66050846189260493,106
0.66050846189260493,0.67082871086895479,106
0.67082871086895479,0.68114895984530444,102
0.68114895984530444,0.6914692088216543,104
0.6914692088216543,0.70178945779800417,86
0.70178945779800417,0.71210970677435403,107
0.71210970677435403,0.7224299557507039,94
0.7224299557507039,0.73275020472705377,102
0.73275020472705377,0.74307045370340363,110
0.74307045370340363,0.75339070267975328,101
0.75339070267975328,0.76371095165610314,111
0.76371095165610314,0.77403120063245301,87
0.77403120063245301,0.78435144960880288,115
0.78435144960880288,0.79467169858515274,135
0.79467169858515274,0.80499194756150261,135
0.80499194756150261,0.81531219653785225,187
0.81531219653785225,0.82563244551420212,218
0.82563244551420212,0.83595269449055198,293
0.83595269449055198,0.84627294346690185,413
0.84627294346690185,0.85659319244325172,517
0.85659319244325172,0.86691344141960158,420
0.86691344141960158,0.87723369039595123,213
0.87723369039595123,0.88755393937230109,45
0.88755393937230109,0.89787418834865096,1
0.89787418834865096,0.90819443732500083,0
0.90819443732500083,0.91851468630135069,0
0.91851468630135069,0.92883493527770056,0
0.92883493527770056,0.93915518425405042,0
0.93915518425405042,0.94947543323040007,0
0.94947543323040007,0.95979568220674993,0
0.95979568220674993,0.9701159311830998,0
0.9701159311830998,0.98043618015944967,0
0.98043618015944967,0.99075642913579953,0
0.99075642913579953,1.0010766781121494,0
1.0010766781121494,1.0113969270884993,1
1.0113969270884993,1.0217171760648491,0
1.0217171760648491,1.0320374250411988,0
