# left_edge,right_edge,count; x_origin=0; unit=ns
0.0031553558466423937,0.035874604502866163,4
0.035874604502866163,0.068593853159089932,3
0.068593853159089932,0.10131310181531369,6
0.10131310181531369,0.13403235047153747,11
0.13403235047153747,0.16675159912776125,9
0.16675159912776125,0.19947084778398499,16
0.19947084778398499,0.23219009644020877,19
0.23219009644020877,0.26490934509643255,17
0.26490934509643255,0.29762859375265632,21
0.29762859375265632,0.3303478424088801,13
0.3303478424088801,0.36306709106510388,17
0.36306709106510388,0.3957863397213276,23
0.3957863397213276,0.42850558837755137,15
0.42850558837755137,0.46122483703377515,33
0.46122483703377515,0.49394408568999892,31
0.49394408568999892,0.5266633343462227,27
0.5266633343462227,0.55938258300244648,36
0.55938258300244648,0.59210183165867025,38
0.59210183165867025,0.62482108031489403,38
0.62482108031489403,0.6575403289711178,42
0.6575403289711178,0.69025957762734158,47
0.69025957762734158,0.72297882628356536,45
0.72297882628356536,0.75569807493978913,48
0.75569807493978913,0.7884173235960128,54
0.7884173235960128,0.82113657225223657,51
0.82113657225223657,0.85385582090846035,70
0.85385582090846035,0.88657506956468413,64
0.88657506956468413,0.9192943182209079,82
0.9192943182209079,0.95201356687713168,91
0.95201356687713168,0.98473281553335545,128
0.98473281553335545,1.0174520641895792,264
1.0174520641895792,1.050171312845803,618
1.050171312845803,1.0828905615020268,1268
1.0828905615020268,1.1156098101582506,2445
1.1156098101582506,1.1483290588144743,4378
1.1483290588144743,1.1810483074706981,6744
1.1810483074706981,1.2137675561269219,9458
1.2137675561269219,1.2464868047831457,11538
1.2464868047831457,1.2792060534393694,13704
1.2792060534393694,1.3119253020955932,14768
1.3119253020955932,1.344644550751817,15038
1.344644550751817,1.3773637994080408,14616
1.3773637994080408,1.4100830480642645,13058
1.4100830480642645,1.4428022967204883,11463
1.4428022967204883,1.4755215453767121,9744
1.4755215453767121,1.5082407940329359,8151
1.5082407940329359,1.5409600426891596,6903
1.5409600426891596,1.5736792913453832,5558
1.5736792913453832,1.606398540001607,4537
1.606398540001607,1.6391177886578308,3410
1.6391177886578308,1.6718370373140545,2802
1.6718370373140545,1.7045562859702783,2330
1.7045562859702783,1.7372755346265021,1875
1.7372755346265021,1.7699947832827259,1590
1.7699947832827259,1.8027140319389496,1219
1.8027140319389496,1.8354332805951734,1009
1.8354332805951734,1.8681525292513972,811
1.8681525292513972,1.900871777907621,644
1.900871777907621,1.9335910265638447,588
1.9335910265638447,1.9663102752200685,443
1.9663102752200685,1.9990295238762923,337
1.9990295238762923,2.0317487725325161,280
2.0317487725325161,2.0644680211887398,192
2.0644680211887398,2.0971872698449636,187
2.0971872698449636,2.1299065185011874,139
2.1299065185011874,2.1626257671574112,109
2.1626257671574112,2.1953450158136349,131
2.1953450158136349,2.2280642644698587,95
2.2280642644698587,2.2607835131260825,100
2.2607835131260825,2.2935027617823063,77
2.2935027617823063,2.3262220104385301,75
2.3262220104385301,2.3589412590947538,64
2.3589412590947538,2.3916605077509776,51
2.3916605077509776,2.4243797564072014,44
2.4243797564072014,2.4570990050634252,34
2.4570990050634252,2.4898182537196489,28
2.4898182537196489,2.5225375023758727,17
2.5225375023758727,2.5552567510320965,16
2.5552567510320965,2.5879759996883203,16
2.5879759996883203,2.620695248344544,23
2.620695248344544,2.6534144970007678,19
2.6534144970007678,2.6861337456569916,18
2.6861337456569916,2.7188529943132154,8
2.7188529943132154,2.7515722429694391,12
2.7515722429694391,2.7842914916256629,12
2.7842914916256629,2.8170107402818867,8
2.8170107402818867,2.8497299889381105,7
2.8497299889381105,2.8824492375943342,7
2.8824492375943342,2.915168486250558,5
2.915168486250558,2.9478877349067818,3
2.9478877349067818,2.9806069835630056,1
2.9806069835630056,3.0133262322192294,2
3.0133262322192294,3.0460454808754531,0
3.0460454808754531,3.0787647295316769,3
3.0787647295316769,3.1114839781879007,3
3.1114839781879007,3.144203226844124,2
3.144203226844124,3.1769224755003478,2
3.1769224755003478,3.2096417241565716,1
3.2096417241565716,3.2423609728127953,0
3.2423609728127953,3.2750802214690191,0
