# left_edge,right_edge,count; x_origin=0; unit=ns
3.4454743368174827,3.4782070883137188,0
3.4782070883137188,3.5109398398099545,0
3.5109398398099545,3.5436725913061906,0
3.5436725913061906,3.5764053428024267,1
3.5764053428024267,3.6091380942986624,1
3.6091380942986624,3.6418708457948985,1
3.6418708457948985,3.6746035972911346,1
3.6746035972911346,3.7073363487873703,1
3.7073363487873703,3.7400691002836064,2
3.7400691002836064,3.7728018517798425,3
3.7728018517798425,3.8055346032760782,2
3.8055346032760782,3.8382673547723143,2
3.8382673547723143,3.87100010626855,1
3.87100010626855,3.9037328577647861,8
3.9037328577647861,3.9364656092610222,1
3.9364656092610222,3.9691983607572583,1
3.9691983607572583,4.0019311122534944,6
4.0019311122534944,4.0346638637497296,5
4.0346638637497296,4.0673966152459657,9
4.0673966152459657,4.1001293667422019,3
4.1001293667422019,4.132862118238438,0
4.132862118238438,4.1655948697346741,4
4.1655948697346741,4.1983276212309093,8
4.1983276212309093,4.2310603727271454,9
4.2310603727271454,4.2637931242233815,4
4.2637931242233815,4.2965258757196176,6
4.2965258757196176,4.3292586272158537,20
4.3292586272158537,4.3619913787120899,54
4.3619913787120899,4.394724130208326,71
4.394724130208326,4.4274568817045612,146
4.4274568817045612,4.4601896332007973,338
4.4601896332007973,4.4929223846970334,788
4.4929223846970334,4.5256551361932695,1366
4.5256551361932695,4.5583878876895056,2267
4.5583878876895056,4.5911206391857409,3951
4.5911206391857409,4.623853390681977,6478
4.623853390681977,4.6565861421782131,9228
4.6565861421782131,4.6893188936744492,10581
4.6893188936744492,4.7220516451706853,13984
4.7220516451706853,4.7547843966669205,17699
4.7547843966669205,4.7875171481631575,21446
4.7875171481631575,4.8202498996593928,23098
4.8202498996593928,4.8529826511556289,23785
4.8529826511556289,4.885715402651865,26948
4.885715402651865,4.9184481541481011,29850
4.9184481541481011,4.9511809056443372,32869
4.9511809056443372,4.9839136571405724,32458
4.9839136571405724,5.0166464086368086,31419
5.0166464086368086,5.0493791601330447,32920
5.0493791601330447,5.0821119116292808,34505
5.0821119116292808,5.1148446631255169,35846
5.1148446631255169,5.1475774146217521,31945
5.1475774146217521,5.1803101661179891,30021
5.1803101661179891,5.2130429176142243,28532
5.2130429176142243,5.2457756691104604,27040
5.2457756691104604,5.2785084206066966,25358
5.2785084206066966,5.3112411721029327,19880
5.3112411721029327,5.3439739235991688,18033
5.3439739235991688,5.376706675095404,14693
5.376706675095404,5.4094394265916401,12132
5.4094394265916401,5.4421721780878762,9882
5.4421721780878762,5.4749049295841123,7630
5.4749049295841123,5.5076376810803485,6449
5.5076376810803485,5.5403704325765837,4970
5.5403704325765837,5.5731031840728207,4136
5.5731031840728207,5.6058359355690559,3627
5.6058359355690559,5.638568687065292,3251
5.638568687065292,5.6713014385615281,2963
5.6713014385615281,5.7040341900577634,2621
5.7040341900577634,5.7367669415540004,2166
5.7367669415540004,5.7694996930502356,2033
5.7694996930502356,5.8022324445464717,1883
5.8022324445464717,5.8349651960427078,1577
5.8349651960427078,5.8676979475389439,1313
5.8676979475389439,5.90043069903518,1116
5.90043069903518,5.9331634505314153,925
5.9331634505314153,5.9658962020276523,807
5.9658962020276523,5.9986289535238875,671
5.9986289535238875,6.0313617050201236,567
6.0313617050201236,6.0640944565163597,456
6.0640944565163597,6.0968272080125949,372
6.0968272080125949,6.1295599595088319,376
6.1295599595088319,6.1622927110050671,343
6.1622927110050671,6.1950254625013033,341
6.1950254625013033,6.2277582139975394,277
6.2277582139975394,6.2604909654937746,210
6.2604909654937746,6.2932237169900116,241
6.2932237169900116,6.3259564684862468,222
6.3259564684862468,6.3586892199824829,193
6.3586892199824829,6.391421971478719,161
6.391421971478719,6.4241547229749552,134
6.4241547229749552,6.4568874744711913,132
6.4568874744711913,6.4896202259674265,144
6.4896202259674265,6.5223529774636635,125
6.5223529774636635,6.5550857289598987,108
6.5550857289598987,6.5878184804561348,86
6.5878184804561348,6.6205512319523709,78
6.6205512319523709,6.6532839834486062,106
6.6532839834486062,6.6860167349448432,89
6.6860167349448432,6.7187494864410784,69
