# left_edge,right_edge,count; x_origin=0; unit=
-0.5,0.5,96572
0.5,1.5,133588
1.5,2.5,337996
2.5,3.5,117430
3.5,4.5,192490
4.5,5.5,212713
5.5,6.5,366959
6.5,7.5,663309
7.5,8.5,1156196
8.5,9.5,941900
