# left_edge,right_edge,count; x_origin=0; unit=ns
3.4428162245449889,3.4755737801062416,11
3.4755737801062416,3.5083313356674943,11
3.5083313356674943,3.541088891228747,13
3.541088891228747,3.5738464467900002,47
3.5738464467900002,3.6066040023512529,44
3.6066040023512529,3.6393615579125056,30
3.6393615579125056,3.6721191134737583,23
3.6721191134737583,3.704876669035011,44
3.704876669035011,3.7376342245962637,62
3.7376342245962637,3.7703917801575164,42
3.7703917801575164,3.8031493357187691,33
3.8031493357187691,3.8359068912800218,50
3.8359068912800218,3.868664446841275,66
3.868664446841275,3.9014220024025277,128
3.9014220024025277,3.9341795579637804,49
3.9341795579637804,3.9669371135250331,52
3.9669371135250331,3.9996946690862858,63
3.9996946690862858,4.0324522246475389,168
4.0324522246475389,4.0652097802087912,313
4.0652097802087912,4.0979673357700444,81
4.0979673357700444,4.1307248913312966,120
4.1307248913312966,4.1634824468925498,238
4.1634824468925498,4.196240002453802,565
4.196240002453802,4.2289975580150552,824
4.2289975580150552,4.2617551135763083,642
4.2617551135763083,4.2945126691375606,1150
4.2945126691375606,4.3272702246988137,2092
4.3272702246988137,4.360027780260066,3604
4.360027780260066,4.3927853358213191,5153
4.3927853358213191,4.4255428913825714,8317
4.4255428913825714,4.4583004469438245,13553
4.4583004469438245,4.4910580025050777,20233
4.4910580025050777,4.52381555806633,27904
4.52381555806633,4.5565731136275822,41320
4.5565731136275822,4.5893306691888354,59614
4.5893306691888354,4.6220882247500885,72857
4.6220882247500885,4.6548457803113408,84402
4.6548457803113408,4.6876033358725939,89933
4.6876033358725939,4.7203608914338471,133538
4.7203608914338471,4.7531184469950993,150864
4.7531184469950993,4.7858760025563516,154773
4.7858760025563516,4.8186335581176047,152924
4.8186335581176047,4.8513911136788579,157744
4.8513911136788579,4.8841486692401102,208949
4.8841486692401102,4.9169062248013633,211388
4.9169062248013633,4.9496637803626164,192527
4.9496637803626164,4.9824213359238687,174723
4.9824213359238687,5.015178891485121,189221
5.015178891485121,5.0479364470463741,226570
5.0479364470463741,5.0806940026076273,208775
5.0806940026076273,5.1134515581688795,175321
5.1134515581688795,5.1462091137301327,149015
5.1462091137301327,5.1789666692913849,167163
5.1789666692913849,5.2117242248526381,170655
5.2117242248526381,5.2444817804138903,142468
5.2444817804138903,5.2772393359751435,111070
5.2772393359751435,5.3099968915363966,86699
5.3099968915363966,5.3427544470976489,95220
5.3427544470976489,5.3755120026589021,81429
5.3755120026589021,5.4082695582201543,66238
5.4082695582201543,5.4410271137814075,49861
5.4410271137814075,5.4737846693426597,38662
5.4737846693426597,5.5065422249039129,39954
5.5065422249039129,5.539299780465166,33964
5.539299780465166,5.5720573360264183,28688
5.5720573360264183,5.6048148915876705,22040
5.6048148915876705,5.6375724471489237,18703
5.6375724471489237,5.6703300027101768,19073
5.6703300027101768,5.7030875582714291,16398
5.7030875582714291,5.7358451138326823,13710
5.7358451138326823,5.7686026693939354,10507
5.7686026693939354,5.8013602249551877,9523
5.8013602249551877,5.8341177805164399,9117
5.8341177805164399,5.8668753360776931,7625
5.8668753360776931,5.8996328916389462,6191
5.8996328916389462,5.9323904472001985,4885
5.9323904472001985,5.9651480027614516,4747
5.9651480027614516,5.9979055583227048,4387
5.9979055583227048,6.030663113883957,3634
6.030663113883957,6.0634206694452093,2993
6.0634206694452093,6.0961782250064624,2408
6.0961782250064624,6.1289357805677156,2450
6.1289357805677156,6.1616933361289679,2243
6.1616933361289679,6.1944508916902201,2045
6.1944508916902201,6.2272084472514742,1590
6.2272084472514742,6.2599660028127264,1511
6.2599660028127264,6.2927235583739787,1563
6.2927235583739787,6.3254811139352318,1468
6.3254811139352318,6.358238669496485,1300
6.358238669496485,6.3909962250577372,1076
6.3909962250577372,6.4237537806189895,1053
6.4237537806189895,6.4565113361802435,1179
6.4565113361802435,6.4892688917414958,1020
6.4892688917414958,6.5220264473027481,869
6.5220264473027481,6.5547840028640012,708
6.5547840028640012,6.5875415584252544,746
6.5875415584252544,6.6202991139865066,726
6.6202991139865066,6.6530566695477589,627
6.6530566695477589,6.685814225109012,549
6.685814225109012,6.7185717806702652,457
